Area,Year,Age,Population
Philippines,1980,20--64,20090.9
Philippines,1985,20--64,23893.2
Philippines,1990,20--64,28029.7
Philippines,1995,20--64,32498
Philippines,2000,20--64,37185
Philippines,2005,20--64,42152.5
Philippines,2010,20--64,48283
Philippines,2015,20--64,54067.3
Poland,1970,20--64,17632.2
Poland,1975,20--64,19135.1
Poland,1980,20--64,20738.2
Poland,1985,20--64,21942
Poland,1990,20--64,21920.6
Poland,1995,20--64,22199.1
Poland,2000,20--64,22899.7
Poland,2005,20--64,24138.5
Poland,2010,20--64,25099.5
Poland,2015,20--64,24570.7
Portugal,1970,20--64,4612.5
Portugal,1975,20--64,4924.3
Portugal,1980,20--64,5272.5
Portugal,1985,20--64,5566
Portugal,1990,20--64,5680.5
Portugal,1995,20--64,5985.7
Portugal,2000,20--64,6256.5
Portugal,2005,20--64,6468.9
Portugal,2010,20--64,6446.4
Portugal,2015,20--64,6241.1
Puerto Rico,1970,20--64,1253.7
Puerto Rico,1975,20--64,1436.2
Puerto Rico,1980,20--64,1593.7
Puerto Rico,1985,20--64,1742.4
Puerto Rico,1990,20--64,1893.8
Puerto Rico,1995,20--64,2035.1
Puerto Rico,2000,20--64,2160
Puerto Rico,2005,20--64,2167.1
Puerto Rico,2010,20--64,2172.6
Puerto Rico,2015,20--64,2179.8
Qatar,1970,20--64,57.3
Qatar,1975,20--64,90.5
Qatar,1980,20--64,125.7
Qatar,1985,20--64,236.9
Qatar,1990,20--64,305.6
Qatar,1995,20--64,334.7
Qatar,2000,20--64,383.9
Qatar,2005,20--64,587.2
Qatar,2010,20--64,1445.9
Qatar,2015,20--64,2009.4
Republic of Korea,1970,20--64,14061.1
Republic of Korea,1975,20--64,16112.6
Republic of Korea,1980,20--64,19061.8
Republic of Korea,1985,20--64,22255.4
Republic of Korea,1990,20--64,25358.4
Republic of Korea,1995,20--64,27861.1
Republic of Korea,2000,20--64,29420.7
Republic of Korea,2005,20--64,30809.6
Republic of Korea,2010,20--64,32201.8
Republic of Korea,2015,20--64,33824.6
Republic of Moldova,1970,20--64,1863.1
Republic of Moldova,1975,20--64,2070.9
Republic of Moldova,1980,20--64,2248.1
Republic of Moldova,1985,20--64,2413.8
Republic of Moldova,1990,20--64,2443.6
Republic of Moldova,1995,20--64,2428.3
Republic of Moldova,2000,20--64,2420.1
Republic of Moldova,2005,20--64,2558.6
Republic of Moldova,2010,20--64,2663.5
Republic of Moldova,2015,20--64,2779.9
Reunion,1970,20--64,184.7
Reunion,1975,20--64,204.8
Reunion,1980,20--64,229.7
Reunion,1985,20--64,277.3
Reunion,1990,20--64,323.7
Reunion,1995,20--64,370.8
Reunion,2000,20--64,412.5
Reunion,2005,20--64,448
Reunion,2010,20--64,478.3
Reunion,2015,20--64,496.9
Romania,1970,20--64,11580.9
Romania,1975,20--64,12299.6
Romania,1980,20--64,12801.7
Romania,1985,20--64,13111.1
Romania,1990,20--64,13493.6
Romania,1995,20--64,13441.3
Romania,2000,20--64,13290.1
Romania,2005,20--64,13042.3
Romania,2010,20--64,12736.6
Romania,2015,20--64,12343.6
Russian Federation,1970,20--64,73796.7
Russian Federation,1975,20--64,78059.7
Russian Federation,1980,20--64,82568.3
Russian Federation,1985,20--64,87332.8
Russian Federation,1990,20--64,88424.1
Russian Federation,1995,20--64,87795.2
Russian Federation,2000,20--64,89363.3
Russian Federation,2005,20--64,89804.2
Russian Federation,2010,20--64,94297.2
Russian Federation,2015,20--64,93926.7
Rwanda,1970,20--64,1431.9
Rwanda,1975,20--64,1693.7
Rwanda,1980,20--64,2014.2
Rwanda,1985,20--64,2343.3
Rwanda,1990,20--64,2737.6
Rwanda,1995,20--64,2473.9
Rwanda,2000,20--64,3145.5
Rwanda,2005,20--64,3791.5
Rwanda,2010,20--64,4608.2
Rwanda,2015,20--64,5349.6
Saint Lucia,1970,20--64,37.1
Saint Lucia,1975,20--64,41.1
Saint Lucia,1980,20--64,45.6
Saint Lucia,1985,20--64,53.1
Saint Lucia,1990,20--64,62.5
Saint Lucia,1995,20--64,70.3
Saint Lucia,2000,20--64,78.2
Saint Lucia,2005,20--64,89
Saint Lucia,2010,20--64,100.6
Saint Lucia,2015,20--64,109.6
Saint Vincent and the Grenadines,1970,20--64,30.9
Saint Vincent and the Grenadines,1975,20--64,33.4
Saint Vincent and the Grenadines,1980,20--64,37.8
Saint Vincent and the Grenadines,1985,20--64,43.8
Saint Vincent and the Grenadines,1990,20--64,47.9
Saint Vincent and the Grenadines,1995,20--64,51.7
Saint Vincent and the Grenadines,2000,20--64,55.1
Saint Vincent and the Grenadines,2005,20--64,59.3
Saint Vincent and the Grenadines,2010,20--64,62.4
Saint Vincent and the Grenadines,2015,20--64,64.8
Samoa,1970,20--64,50.2
Samoa,1975,20--64,53.7
Samoa,1980,20--64,58.2
Samoa,1985,20--64,64.8
Samoa,1990,20--64,69.8
Samoa,1995,20--64,74.7
Samoa,2000,20--64,77.8
Samoa,2005,20--64,82.2
Samoa,2010,20--64,86.1
Samoa,2015,20--64,90.7
Sao Tome and Principe,1970,20--64,27.5
Sao Tome and Principe,1975,20--64,31
Sao Tome and Principe,1980,20--64,35.4
Sao Tome and Principe,1985,20--64,38.4
Sao Tome and Principe,1990,20--64,41.9
Sao Tome and Principe,1995,20--64,46.3
Sao Tome and Principe,2000,20--64,54.7
Sao Tome and Principe,2005,20--64,61.7
Sao Tome and Principe,2010,20--64,72.6
Sao Tome and Principe,2015,20--64,83.8
Saudi Arabia,1970,20--64,2483.8
Saudi Arabia,1975,20--64,3181.9
Saudi Arabia,1980,20--64,4289.1
Saudi Arabia,1985,20--64,6079.3
Saudi Arabia,1990,20--64,7566.2
Saudi Arabia,1995,20--64,8735.5
Saudi Arabia,2000,20--64,10884.9
Saudi Arabia,2005,20--64,13356.1
Saudi Arabia,2010,20--64,15805.2
Saudi Arabia,2015,20--64,20046.8
Senegal,1970,20--64,1813.6
Senegal,1975,20--64,2086.4
Senegal,1980,20--64,2263.6
Senegal,1985,20--64,2542.9
Senegal,1990,20--64,2936.9
Senegal,1995,20--64,3451.9
Senegal,2000,20--64,3978.6
Senegal,2005,20--64,4704.3
Senegal,2010,20--64,5516.4
Senegal,2015,20--64,6510.1
Serbia,1970,20--64,4603.6
Serbia,1975,20--64,4940.7
Serbia,1980,20--64,5222.3
Serbia,1985,20--64,5511.3
Serbia,1990,20--64,5612
Serbia,1995,20--64,5788
Serbia,2000,20--64,5531
Serbia,2005,20--64,5431
Serbia,2010,20--64,5548.9
Serbia,2015,20--64,5392.3
Seychelles,1970,20--64,20.7
Seychelles,1975,20--64,24.7
Seychelles,1980,20--64,28.7
Seychelles,1985,20--64,32.8
Seychelles,1990,20--64,33.1
Seychelles,1995,20--64,39.6
Seychelles,2000,20--64,43.5
Seychelles,2005,20--64,52.9
Seychelles,2010,20--64,56
Seychelles,2015,20--64,59.9
Sierra Leone,1970,20--64,1213.4
Sierra Leone,1975,20--64,1302.9
Sierra Leone,1980,20--64,1407.4
Sierra Leone,1985,20--64,1523.9
Sierra Leone,1990,20--64,1677.5
Sierra Leone,1995,20--64,1623.1
Sierra Leone,2000,20--64,1720.2
Sierra Leone,2005,20--64,2167.4
Sierra Leone,2010,20--64,2775.2
Sierra Leone,2015,20--64,3175.6
Singapore,1970,20--64,953.8
Singapore,1975,20--64,1134.5
Singapore,1980,20--64,1359.8
Singapore,1985,20--64,1658
Singapore,1990,20--64,1947.5
Singapore,1995,20--64,2262.5
Singapore,2000,20--64,2536.1
Singapore,2005,20--64,2960.8
Singapore,2010,20--64,3385.5
Singapore,2015,20--64,3677.8
Slovakia,1970,20--64,2414.1
Slovakia,1975,20--64,2592.2
Slovakia,1980,20--64,2754.5
Slovakia,1985,20--64,2943.1
Slovakia,1990,20--64,2961.2
Slovakia,1995,20--64,3083.1
Slovakia,2000,20--64,3264.1
Slovakia,2005,20--64,3439
Slovakia,2010,20--64,3554.1
Slovakia,2015,20--64,3553.4
Slovenia,1970,20--64,954.1
Slovenia,1975,20--64,1004.3
Slovenia,1980,20--64,1056.8
Slovenia,1985,20--64,1171.2
Slovenia,1990,20--64,1232.5
Slovenia,1995,20--64,1232.2
Slovenia,2000,20--64,1254
Slovenia,2005,20--64,1282.6
Slovenia,2010,20--64,1320.2
Slovenia,2015,20--64,1300.5
Solomon Islands,1970,20--64,68.4
Solomon Islands,1975,20--64,76.2
Solomon Islands,1980,20--64,90.8
Solomon Islands,1985,20--64,107
Solomon Islands,1990,20--64,125
Solomon Islands,1995,20--64,152
Solomon Islands,2000,20--64,182.8
Solomon Islands,2005,20--64,212
Solomon Islands,2010,20--64,240.1
Solomon Islands,2015,20--64,271.8
Somalia,1970,20--64,1494.4
Somalia,1975,20--64,1672.2
Somalia,1980,20--64,2606.3
Somalia,1985,20--64,2573.3
Somalia,1990,20--64,2644.8
Somalia,1995,20--64,2608.2
Somalia,2000,20--64,2949.1
Somalia,2005,20--64,3321.3
Somalia,2010,20--64,4720.5
Somalia,2015,20--64,5506.4
South Africa,1970,20--64,9924.7
South Africa,1975,20--64,11397.6
South Africa,1980,20--64,13062.3
South Africa,1985,20--64,15093.1
South Africa,1990,20--64,17312
South Africa,1995,20--64,20705.8
South Africa,2000,20--64,22822.4
South Africa,2005,20--64,25178.5
South Africa,2010,20--64,27843.1
South Africa,2015,20--64,31113.8
South Sudan,1970,20--64,1637.5
South Sudan,1975,20--64,1790.2
South Sudan,1980,20--64,2011.1
South Sudan,1985,20--64,2323.1
South Sudan,1990,20--64,2456.2
South Sudan,1995,20--64,2311.8
South Sudan,2000,20--64,2817
South Sudan,2005,20--64,3396.4
South Sudan,2010,20--64,4264.8
South Sudan,2015,20--64,5163.1
Spain,1970,20--64,18457.1
Spain,1975,20--64,19342
Spain,1980,20--64,20475.1
Spain,1985,20--64,21824.9
Spain,1990,20--64,22779.6
Spain,1995,20--64,23919
Spain,2000,20--64,25307.6
Spain,2005,20--64,27964.3
Spain,2010,20--64,29601.8
Spain,2015,20--64,28625.1
Sri Lanka,1970,20--64,5685.3
Sri Lanka,1975,20--64,6479.8
Sri Lanka,1980,20--64,7368.6
Sri Lanka,1985,20--64,8159.2
Sri Lanka,1990,20--64,9114.9
Sri Lanka,1995,20--64,9923.4
Sri Lanka,2000,20--64,10727.3
Sri Lanka,2005,20--64,11502.7
Sri Lanka,2010,20--64,11955.4
Sri Lanka,2015,20--64,12111
Sudan,1970,20--64,4165
Sudan,1975,20--64,4845.3
Sudan,1980,20--64,5732
Sudan,1985,20--64,6826.4
Sudan,1990,20--64,8137
Sudan,1995,20--64,10263.7
Sudan,2000,20--64,11938.8
Sudan,2005,20--64,13850.8
Sudan,2010,20--64,15955.7
Sudan,2015,20--64,17049.3
Suriname,1970,20--64,137.7
Suriname,1975,20--64,134.5
Suriname,1980,20--64,155.3
Suriname,1985,20--64,181.4
Suriname,1990,20--64,207.9
Suriname,1995,20--64,231.6
Suriname,2000,20--64,247.9
Suriname,2005,20--64,268.4
Suriname,2010,20--64,293.2
Suriname,2015,20--64,317.7
Swaziland,1970,20--64,175.3
Swaziland,1975,20--64,199.9
Swaziland,1980,20--64,228
Swaziland,1985,20--64,265.4
Swaziland,1990,20--64,331.1
Swaziland,1995,20--64,372.1
Swaziland,2000,20--64,426.9
Swaziland,2005,20--64,462
Swaziland,2010,20--64,538.9
Swaziland,2015,20--64,631.5
Sweden,1970,20--64,4717.2
Sweden,1975,20--64,4723.8
Sweden,1980,20--64,4759.6
Sweden,1985,20--64,4809.2
Sweden,1990,20--64,4937.2
Sweden,1995,20--64,5111.8
Sweden,2000,20--64,5198.6
Sweden,2005,20--64,5311.4
Sweden,2010,20--64,5481.1
Sweden,2015,20--64,5655.7
Switzerland,1970,20--64,3557.1
Switzerland,1975,20--64,3662.8
Switzerland,1980,20--64,3672.9
Switzerland,1985,20--64,3908.6
Switzerland,1990,20--64,4131.6
Switzerland,1995,20--64,4353.4
Switzerland,2000,20--64,4404.8
Switzerland,2005,20--64,4596.8
Switzerland,2010,20--64,4870.4
Switzerland,2015,20--64,5157.2
Syrian Arab Republic,1970,20--64,2402
Syrian Arab Republic,1975,20--64,2861.6
Syrian Arab Republic,1980,20--64,3357
Syrian Arab Republic,1985,20--64,4035.6
Syrian Arab Republic,1990,20--64,4812.2
Syrian Arab Republic,1995,20--64,5883.7
Syrian Arab Republic,2000,20--64,7162.8
Syrian Arab Republic,2005,20--64,8379.8
Syrian Arab Republic,2010,20--64,10429.3
Syrian Arab Republic,2015,20--64,8682.6
Taiwan Province of China,1970,20--64,6443.9
Taiwan Province of China,1975,20--64,7664.7
Taiwan Province of China,1980,20--64,9265.8
Taiwan Province of China,1985,20--64,10590.5
Taiwan Province of China,1990,20--64,11671.3
Taiwan Province of China,1995,20--64,12514.3
Taiwan Province of China,2000,20--64,13501.8
Taiwan Province of China,2005,20--64,14612.3
Taiwan Province of China,2010,20--64,15359.8
Taiwan Province of China,2015,20--64,15851
Tajikistan,1970,20--64,1153.2
Tajikistan,1975,20--64,1343.8
Tajikistan,1980,20--64,1592
Tajikistan,1985,20--64,1931.8
Tajikistan,1990,20--64,2246.4
Tajikistan,1995,20--64,2424.4
Tajikistan,2000,20--64,2621.9
Tajikistan,2005,20--64,3131.7
Tajikistan,2010,20--64,3780.8
Tajikistan,2015,20--64,4396.1
Thailand,1970,20--64,15685.6
Thailand,1975,20--64,18313.1
Thailand,1980,20--64,21608.7
Thailand,1985,20--64,25780
Thailand,1990,20--64,30773.8
Thailand,1995,20--64,33982.9
Thailand,2000,20--64,38088.1
Thailand,2005,20--64,40911.4
Thailand,2010,20--64,43205
Thailand,2015,20--64,44232.1
The former Yugoslav Republic of Macedonia,1970,20--64,857.2
The former Yugoslav Republic of Macedonia,1975,20--64,953
The former Yugoslav Republic of Macedonia,1980,20--64,1048.7
The former Yugoslav Republic of Macedonia,1985,20--64,1126.4
The former Yugoslav Republic of Macedonia,1990,20--64,1161.8
The former Yugoslav Republic of Macedonia,1995,20--64,1145.9
The former Yugoslav Republic of Macedonia,2000,20--64,1203
The former Yugoslav Republic of Macedonia,2005,20--64,1256
The former Yugoslav Republic of Macedonia,2010,20--64,1303.9
The former Yugoslav Republic of Macedonia,2015,20--64,1337.3
Timor-Leste,1970,20--64,271.5
Timor-Leste,1975,20--64,301.6
Timor-Leste,1980,20--64,266.6
Timor-Leste,1985,20--64,312.6
Timor-Leste,1990,20--64,350.8
Timor-Leste,1995,20--64,405.9
Timor-Leste,2000,20--64,314.8
Timor-Leste,2005,20--64,378.7
Timor-Leste,2010,20--64,458.2
Timor-Leste,2015,20--64,497.2
Togo,1970,20--64,897.5
Togo,1975,20--64,999.2
Togo,1980,20--64,1103.3
Togo,1985,20--64,1305.5
Togo,1990,20--64,1518.7
Togo,1995,20--64,1720.6
Togo,2000,20--64,2017.9
Togo,2005,20--64,2385.3
Togo,2010,20--64,2798.7
Togo,2015,20--64,3333.9
Tonga,1970,20--64,32.9
Tonga,1975,20--64,35.3
Tonga,1980,20--64,39.6
Tonga,1985,20--64,39.3
Tonga,1990,20--64,42.7
Tonga,1995,20--64,42.5
Tonga,2000,20--64,43.2
Tonga,2005,20--64,46.5
Tonga,2010,20--64,48
Tonga,2015,20--64,49.6
Trinidad and Tobago,1970,20--64,407.9
Trinidad and Tobago,1975,20--64,459.5
Trinidad and Tobago,1980,20--64,521.5
Trinidad and Tobago,1985,20--64,590.1
Trinidad and Tobago,1990,20--64,625.6
Trinidad and Tobago,1995,20--64,670.6
Trinidad and Tobago,2000,20--64,717.4
Trinidad and Tobago,2005,20--64,793.4
Trinidad and Tobago,2010,20--64,842.8
Trinidad and Tobago,2015,20--64,863.2
Tunisia,1970,20--64,2024.6
Tunisia,1975,20--64,2340.6
Tunisia,1980,20--64,2731.4
Tunisia,1985,20--64,3320
Tunisia,1990,20--64,3923
Tunisia,1995,20--64,4567.5
Tunisia,2000,20--64,5140.4
Tunisia,2005,20--64,5716.6
Tunisia,2010,20--64,6417.4
Tunisia,2015,20--64,6918.1
Turkey,1970,20--64,15004.1
Turkey,1975,20--64,17259.6
Turkey,1980,20--64,19706.1
Turkey,1985,20--64,23073.3
Turkey,1990,20--64,26321.6
Turkey,1995,20--64,29834.9
Turkey,2000,20--64,33562.2
Turkey,2005,20--64,37623.6
Turkey,2010,20--64,41498.9
Turkey,2015,20--64,45470.2
Turkmenistan,1970,20--64,894.2
Turkmenistan,1975,20--64,1030.5
Turkmenistan,1980,20--64,1223.3
Turkmenistan,1985,20--64,1451.9
Turkmenistan,1990,20--64,1669.4
Turkmenistan,1995,20--64,1933.7
Turkmenistan,2000,20--64,2206.7
Turkmenistan,2005,20--64,2433.8
Turkmenistan,2010,20--64,2813.8
Turkmenistan,2015,20--64,3179.6
Uganda,1970,20--64,3789.4
Uganda,1975,20--64,4314.3
Uganda,1980,20--64,4959.1
Uganda,1985,20--64,5731.3
Uganda,1990,20--64,6720.7
Uganda,1995,20--64,7694.8
Uganda,2000,20--64,8794.3
Uganda,2005,20--64,10518.6
Uganda,2010,20--64,12662
Uganda,2015,20--64,15422.3
Ukraine,1970,20--64,27021.2
Ukraine,1975,20--64,28491.9
Ukraine,1980,20--64,29474.3
Ukraine,1985,20--64,30731.1
Ukraine,1990,20--64,30745.6
Ukraine,1995,20--64,30219.2
Ukraine,2000,20--64,29950.5
Ukraine,2005,20--64,29148.2
Ukraine,2010,20--64,29380.6
Ukraine,2015,20--64,28726.5
United Arab Emirates,1970,20--64,128.9
United Arab Emirates,1975,20--64,332.7
United Arab Emirates,1980,20--64,659.5
United Arab Emirates,1985,20--64,838.4
United Arab Emirates,1990,20--64,1101.4
United Arab Emirates,1995,20--64,1546.8
United Arab Emirates,2000,20--64,2037.3
United Arab Emirates,2005,20--64,3320.2
United Arab Emirates,2010,20--64,6773.7
United Arab Emirates,2015,20--64,7469.6
United Kingdom of Great Britain and Northern Ireland,1970,20--64,31142.9
United Kingdom of Great Britain and Northern Ireland,1975,20--64,31015.6
United Kingdom of Great Britain and Northern Ireland,1980,20--64,31260.9
United Kingdom of Great Britain and Northern Ireland,1985,20--64,32496.9
United Kingdom of Great Britain and Northern Ireland,1990,20--64,33420.9
United Kingdom of Great Britain and Northern Ireland,1995,20--64,34049.2
United Kingdom of Great Britain and Northern Ireland,2000,20--64,34715.6
United Kingdom of Great Britain and Northern Ireland,2005,20--64,35791.4
United Kingdom of Great Britain and Northern Ireland,2010,20--64,37408.2
United Kingdom of Great Britain and Northern Ireland,2015,20--64,38266.6
United Republic of Tanzania,1970,20--64,5590
United Republic of Tanzania,1975,20--64,6496.8
United Republic of Tanzania,1980,20--64,7550.4
United Republic of Tanzania,1985,20--64,8827.5
United Republic of Tanzania,1990,20--64,10331.6
United Republic of Tanzania,1995,20--64,12220.8
United Republic of Tanzania,2000,20--64,14010.6
United Republic of Tanzania,2005,20--64,16103.8
United Republic of Tanzania,2010,20--64,18829.9
United Republic of Tanzania,2015,20--64,22208.6
United States of America,1970,20--64,110514.1
United States of America,1975,20--64,119955.1
United States of America,1980,20--64,130087
United States of America,1985,20--64,140619.4
United States of America,1990,20--64,148501.1
United States of America,1995,20--64,156265.2
United States of America,2000,20--64,167625.7
United States of America,2005,20--64,177708.7
United States of America,2010,20--64,186503.6
United States of America,2015,20--64,190303.6
United States Virgin Islands,1970,20--64,33.8
United States Virgin Islands,1975,20--64,40.1
United States Virgin Islands,1980,20--64,47.7
United States Virgin Islands,1985,20--64,53.7
United States Virgin Islands,1990,20--64,57.5
United States Virgin Islands,1995,20--64,61.7
United States Virgin Islands,2000,20--64,62.5
United States Virgin Islands,2005,20--64,64.5
United States Virgin Islands,2010,20--64,62.2
United States Virgin Islands,2015,20--64,58.4
Uruguay,1970,20--64,1549.1
Uruguay,1975,20--64,1536.2
Uruguay,1980,20--64,1577.5
Uruguay,1985,20--64,1639.3
Uruguay,1990,20--64,1678.9
Uruguay,1995,20--64,1741.7
Uruguay,2000,20--64,1816.2
Uruguay,2005,20--64,1827.6
Uruguay,2010,20--64,1877.9
Uruguay,2015,20--64,1943.6
Uzbekistan,1970,20--64,4773
Uzbekistan,1975,20--64,5523.4
Uzbekistan,1980,20--64,6718.6
Uzbekistan,1985,20--64,8108.9
Uzbekistan,1990,20--64,9222.3
Uzbekistan,1995,20--64,10340.3
Uzbekistan,2000,20--64,11744.7
Uzbekistan,2005,20--64,13467.8
Uzbekistan,2010,20--64,15763.5
Uzbekistan,2015,20--64,18168.9
Vanuatu,1970,20--64,35.4
Vanuatu,1975,20--64,41.3
Vanuatu,1980,20--64,47.9
Vanuatu,1985,20--64,54.6
Vanuatu,1990,20--64,62.4
Vanuatu,1995,20--64,73
Vanuatu,2000,20--64,81.6
Vanuatu,2005,20--64,96.9
Vanuatu,2010,20--64,114.4
Vanuatu,2015,20--64,131
Venezuela (Bolivarian Republic of),1970,20--64,4729.7
Venezuela (Bolivarian Republic of),1975,20--64,5609.2
Venezuela (Bolivarian Republic of),1980,20--64,6717.3
Venezuela (Bolivarian Republic of),1985,20--64,8123.4
Venezuela (Bolivarian Republic of),1990,20--64,9587.2
Venezuela (Bolivarian Republic of),1995,20--64,11007.6
Venezuela (Bolivarian Republic of),2000,20--64,12576.6
Venezuela (Bolivarian Republic of),2005,20--64,14251.9
Venezuela (Bolivarian Republic of),2010,20--64,16024
Venezuela (Bolivarian Republic of),2015,20--64,17637
Viet Nam,1970,20--64,17795.2
Viet Nam,1975,20--64,20127.8
Viet Nam,1980,20--64,23143.4
Viet Nam,1985,20--64,27179.2
Viet Nam,1990,20--64,31531
Viet Nam,1995,20--64,36290
Viet Nam,2000,20--64,41310.5
Viet Nam,2005,20--64,46854.2
Viet Nam,2010,20--64,52777.3
Viet Nam,2015,20--64,58678
Western Sahara,1970,20--64,36.9
Western Sahara,1975,20--64,30.1
Western Sahara,1980,20--64,74.6
Western Sahara,1985,20--64,90.5
Western Sahara,1990,20--64,107.4
Western Sahara,1995,20--64,127
Western Sahara,2000,20--64,163.3
Western Sahara,2005,20--64,245.9
Western Sahara,2010,20--64,281.6
Western Sahara,2015,20--64,317.2
World,1970,20--64,1746950.2
World,1975,20--64,1950737.7
World,1980,20--64,2172610
World,1985,20--64,2443840
World,1990,20--64,2735669.4
World,1995,20--64,3025935.9
World,2000,20--64,3307696.2
World,2005,20--64,3613137.7
World,2010,20--64,3965089
World,2015,20--64,4246989
Yemen,1970,20--64,2612.3
Yemen,1975,20--64,2694.5
Yemen,1980,20--64,3044
Yemen,1985,20--64,3542.4
Yemen,1990,20--64,4238.9
Yemen,1995,20--64,5537
Yemen,2000,20--64,6636.5
Yemen,2005,20--64,8117.9
Yemen,2010,20--64,10041.8
Yemen,2015,20--64,12206.9
Zambia,1970,20--64,1683.5
Zambia,1975,20--64,1967.3
Zambia,1980,20--64,2305.9
Zambia,1985,20--64,2741.5
Zambia,1990,20--64,3169.3
Zambia,1995,20--64,3595.1
Zambia,2000,20--64,4175.5
Zambia,2005,20--64,4718.4
Zambia,2010,20--64,5500.5
Zambia,2015,20--64,6576.4
Zimbabwe,1970,20--64,1983.9
Zimbabwe,1975,20--64,2336.7
Zimbabwe,1980,20--64,2718.2
Zimbabwe,1985,20--64,3400.5
Zimbabwe,1990,20--64,4190.4
Zimbabwe,1995,20--64,4738.7
Zimbabwe,2000,20--64,5157.6
Zimbabwe,2005,20--64,5452.9
Zimbabwe,2010,20--64,6053.5
Zimbabwe,2015,20--64,7096.6
